"SR- LS GR-L"|"Yes"|"Yes"|"Stratified loamy sand to gravelly loam"|"7933867"|"15149498"
"SIL"|"No "|"No "|"Silt loam"|"8189988"|"15707963"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8189989"|"15263449"
"SICL"|"No "|"No "|"Silty clay loam"|"8189990"|"15411621"
"SIL"|"No "|"No "|"Silt loam"|"8189990"|"15559793"
"L"|"No "|"Yes"|"Loam"|"8192190"|"15560731"
"SICL"|"No "|"No "|"Silty clay loam"|"8192191"|"15264388"
"SIL"|"No "|"No "|"Silt loam"|"8192191"|"15708902"
"FS"|"No "|"No "|"Fine sand"|"8192277"|"15264428"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192277"|"15412600"
"LS"|"No "|"No "|"Loamy sand"|"8192277"|"15560772"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192309"|"15264442"
"SIC"|"No "|"Yes"|"Silty clay"|"8192310"|"15412614"
"SIC"|"No "|"Yes"|"Silty clay"|"8192380"|"15560813"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8192427"|"15264493"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192428"|"15412665"
"L"|"No "|"No "|"Loam"|"8192428"|"15560837"
"FS"|"No "|"No "|"Fine sand"|"8192432"|"15412667"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192432"|"15560839"
"LS"|"No "|"No "|"Loamy sand"|"8192432"|"15709010"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8192433"|"15264496"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192435"|"15264497"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192436"|"15412669"
"FS"|"No "|"No "|"Fine sand"|"8192436"|"15560841"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8192437"|"15709012"
"CL"|"No "|"No "|"Clay loam"|"8192769"|"15264667"
"L"|"No "|"No "|"Loam"|"8192769"|"15412839"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192769"|"15561011"
"SR- SIL C"|"Yes"|"Yes"|"Stratified silt loam to clay"|"8192770"|"15709182"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192771"|"15264668"
"SL"|"No "|"No "|"Sandy loam"|"8192771"|"15412840"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192771"|"15561012"
"CL"|"No "|"No "|"Clay loam"|"8192772"|"15264669"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192772"|"15412841"
"L"|"No "|"No "|"Loam"|"8192772"|"15709183"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192773"|"15264670"
"CL"|"No "|"No "|"Clay loam"|"8192773"|"15561013"
"L"|"No "|"No "|"Loam"|"8192773"|"15709184"
"L"|"No "|"Yes"|"Loam"|"8192774"|"15412842"
"SICL"|"No "|"No "|"Silty clay loam"|"8192775"|"15264671"
"L"|"No "|"No "|"Loam"|"8192775"|"15561014"
"CL"|"No "|"No "|"Clay loam"|"8192775"|"15709185"
"L"|"No "|"Yes"|"Loam"|"8192776"|"15412843"
"L"|"No "|"Yes"|"Loam"|"8192777"|"15561015"
"L"|"No "|"Yes"|"Loam"|"8192778"|"15709186"
"CL"|"No "|"No "|"Clay loam"|"8192779"|"15264672"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192779"|"15412844"
"C"|"No "|"No "|"Clay"|"8192779"|"15561016"
"CL"|"No "|"No "|"Clay loam"|"8192780"|"15264673"
"L"|"No "|"No "|"Loam"|"8192780"|"15412845"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192780"|"15709187"
"SICL"|"No "|"No "|"Silty clay loam"|"8192781"|"15264674"
"L"|"No "|"No "|"Loam"|"8192781"|"15561017"
"CL"|"No "|"No "|"Clay loam"|"8192781"|"15709188"
"SIC"|"No "|"No "|"Silty clay"|"8192782"|"15412846"
"C"|"No "|"No "|"Clay"|"8192782"|"15561018"
"CL"|"No "|"No "|"Clay loam"|"8192782"|"15709189"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192783"|"15264675"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192784"|"15412847"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192785"|"15264676"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192785"|"15561019"
"SL"|"No "|"No "|"Sandy loam"|"8192785"|"15709190"
"GRV-SIL"|"No "|"No "|"Very gravelly silt loam"|"8192786"|"15412848"
"GRV-L"|"No "|"No "|"Very gravelly loam"|"8192786"|"15561020"
"CNV-SIL"|"No "|"No "|"Very channery silt loam"|"8192786"|"15709191"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192787"|"15264677"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8192788"|"15412849"
"L"|"No "|"Yes"|"Loam"|"8192789"|"15561021"
"SR- FSL CL"|"Yes"|"Yes"|"Stratified fine sandy loam to clay loam"|"8192790"|"15709192"
"C"|"No "|"Yes"|"Clay"|"8192791"|"15264678"
"C"|"No "|"Yes"|"Clay"|"8192792"|"15412850"
"CL"|"No "|"No "|"Clay loam"|"8192793"|"15561022"
"L"|"No "|"No "|"Loam"|"8192793"|"15709193"
"L"|"No "|"No "|"Loam"|"8192794"|"15264679"
"CL"|"No "|"No "|"Clay loam"|"8192794"|"15412851"
"CL"|"No "|"No "|"Clay loam"|"8192795"|"15264680"
"SIC"|"No "|"No "|"Silty clay"|"8192795"|"15561023"
"C"|"No "|"No "|"Clay"|"8192795"|"15709194"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192796"|"15412852"
"SL"|"No "|"No "|"Sandy loam"|"8192796"|"15561024"
"SIL"|"No "|"No "|"Silt loam"|"8192797"|"15264681"
"SICL"|"No "|"No "|"Silty clay loam"|"8192797"|"15412853"
"GR-L"|"No "|"No "|"Gravelly loam"|"8192797"|"15709195"
"SL"|"No "|"No "|"Sandy loam"|"8192798"|"15264682"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192798"|"15561025"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192798"|"15709196"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192799"|"15412854"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192800"|"15561026"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192801"|"15709197"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192802"|"15264683"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8192803"|"15412855"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192804"|"15264684"
"CL"|"No "|"No "|"Clay loam"|"8192804"|"15561027"
"L"|"No "|"No "|"Loam"|"8192804"|"15709198"
"L"|"No "|"No "|"Loam"|"8192805"|"15412856"
"SICL"|"No "|"No "|"Silty clay loam"|"8192805"|"15561028"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8192806"|"15709199"
"CL"|"No "|"No "|"Clay loam"|"8192807"|"15264685"
"L"|"No "|"No "|"Loam"|"8192807"|"15412857"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192807"|"15561029"
"SIC"|"No "|"No "|"Silty clay"|"8192808"|"15264686"
"C"|"No "|"No "|"Clay"|"8192808"|"15412858"
"CL"|"No "|"No "|"Clay loam"|"8192808"|"15709200"
"L"|"No "|"Yes"|"Loam"|"8192809"|"15561030"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192810"|"15264687"
"CL"|"No "|"No "|"Clay loam"|"8192810"|"15412859"
"L"|"No "|"No "|"Loam"|"8192810"|"15709201"
"SL"|"No "|"No "|"Sandy loam"|"8192811"|"15264688"
"L"|"No "|"No "|"Loam"|"8192811"|"15561031"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192811"|"15709202"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192812"|"15412860"
"SL"|"No "|"No "|"Sandy loam"|"8192812"|"15561032"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192812"|"15709203"
"L"|"No "|"No "|"Loam"|"8192813"|"15264689"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192813"|"15412861"
"CL"|"No "|"No "|"Clay loam"|"8192813"|"15561033"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192814"|"15709204"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8192815"|"15264690"
"SICL"|"No "|"No "|"Silty clay loam"|"8192816"|"15412862"
"CL"|"No "|"No "|"Clay loam"|"8192816"|"15561034"
"C"|"No "|"No "|"Clay"|"8192816"|"15709205"
"C"|"No "|"Yes"|"Clay"|"8192817"|"15264691"
"C"|"No "|"Yes"|"Clay"|"8192818"|"15412863"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192819"|"15561035"
"SIL"|"No "|"Yes"|"Silt loam"|"8192820"|"15709206"
"SR- S CL"|"Yes"|"Yes"|"Stratified sand to clay loam"|"8192821"|"15264692"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8192822"|"15412864"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192823"|"15264693"
"L"|"No "|"No "|"Loam"|"8192823"|"15561036"
"CL"|"No "|"No "|"Clay loam"|"8192823"|"15709207"
"L"|"No "|"No "|"Loam"|"8192824"|"15412865"
"CL"|"No "|"No "|"Clay loam"|"8192824"|"15561037"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192824"|"15709208"
"CL"|"No "|"No "|"Clay loam"|"8192825"|"15264694"
"C"|"No "|"No "|"Clay"|"8192825"|"15412866"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8192826"|"15561038"
"L"|"No "|"Yes"|"Loam"|"8192827"|"15709209"
"SIL"|"No "|"No "|"Silt loam"|"8192828"|"15264695"
"SICL"|"No "|"No "|"Silty clay loam"|"8192828"|"15412867"
"L"|"No "|"No "|"Loam"|"8192828"|"15561039"
"CL"|"No "|"No "|"Clay loam"|"8192829"|"15264696"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8192829"|"15412868"
"L"|"No "|"No "|"Loam"|"8192829"|"15709210"
"FLX-L"|"No "|"No "|"Extremely flaggy loam"|"8192830"|"15264697"
"CNX-SL"|"No "|"No "|"Extremely channery sandy loam"|"8192830"|"15561040"
"CNX-L"|"No "|"No "|"Extremely channery loam"|"8192830"|"15709211"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8192831"|"15412869"
"L"|"No "|"No "|"Loam"|"8192831"|"15561041"
"CL"|"No "|"No "|"Clay loam"|"8192831"|"15709212"
"CNV-SIL"|"No "|"No "|"Very channery silt loam"|"8192832"|"15264698"
"CNV-CL"|"No "|"No "|"Very channery clay loam"|"8192832"|"15412870"
"CN-SIL"|"No "|"No "|"Channery silt loam"|"8192832"|"15561042"
"SICL"|"No "|"No "|"Silty clay loam"|"8192833"|"15264699"
"CN-SICL"|"No "|"No "|"Channery silty clay loam"|"8192833"|"15412871"
"CL"|"No "|"No "|"Clay loam"|"8192833"|"15709213"
"SIL"|"No "|"No "|"Silt loam"|"8192834"|"15264700"
"CL"|"No "|"No "|"Clay loam"|"8192834"|"15561043"
"SICL"|"No "|"No "|"Silty clay loam"|"8192834"|"15709214"
"CL"|"No "|"No "|"Clay loam"|"8192835"|"15412872"
"L"|"No "|"No "|"Loam"|"8192835"|"15561044"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8192836"|"15709215"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192837"|"15264701"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192837"|"15412873"
"L"|"No "|"Yes"|"Loam"|"8192838"|"15561045"
"CN-L"|"No "|"Yes"|"Channery loam"|"8192839"|"15709216"
"L"|"No "|"Yes"|"Loam"|"8192840"|"15264702"
"CN-CL"|"No "|"No "|"Channery clay loam"|"8192841"|"15412874"
"CNV-CL"|"No "|"No "|"Very channery clay loam"|"8192841"|"15561046"
"CNV-SICL"|"No "|"No "|"Very channery silty clay loam"|"8192841"|"15709217"
"C"|"No "|"Yes"|"Clay"|"8192842"|"15264703"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192843"|"15412875"
"GR-L"|"No "|"Yes"|"Gravelly loam"|"8192844"|"15561047"
"SR- GR-SL CL"|"Yes"|"Yes"|"Stratified gravelly sandy loam to clay loam"|"8192845"|"15709218"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192846"|"15264704"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192847"|"15412876"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192848"|"15561048"
"SIL"|"No "|"Yes"|"Silt loam"|"8192849"|"15709219"
"VFSL"|"No "|"Yes"|"Very fine sandy loam"|"8192850"|"15264705"
"SICL"|"No "|"No "|"Silty clay loam"|"8192851"|"15412877"
"L"|"No "|"No "|"Loam"|"8192851"|"15561049"
"CL"|"No "|"No "|"Clay loam"|"8192851"|"15709220"
"CL"|"No "|"No "|"Clay loam"|"8192852"|"15264706"
"SICL"|"No "|"No "|"Silty clay loam"|"8192852"|"15412878"
"C"|"No "|"No "|"Clay"|"8192852"|"15561050"
"SIL"|"No "|"Yes"|"Silt loam"|"8192853"|"15709221"
"SIL"|"No "|"No "|"Silt loam"|"8192854"|"15264707"
"L"|"No "|"No "|"Loam"|"8192854"|"15412879"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192855"|"15561051"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8192856"|"15709222"
"C"|"No "|"Yes"|"Clay"|"8192857"|"15264708"
"SICL"|"No "|"No "|"Silty clay loam"|"8192858"|"15412880"
"SIC"|"No "|"No "|"Silty clay"|"8192858"|"15561052"
"CL"|"No "|"No "|"Clay loam"|"8192858"|"15709223"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192859"|"15264709"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192860"|"15412881"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192861"|"15561053"
"SIC"|"No "|"Yes"|"Silty clay"|"8192862"|"15709224"
"C"|"No "|"No "|"Clay"|"8192863"|"15264710"
"CL"|"No "|"No "|"Clay loam"|"8192863"|"15412882"
"SICL"|"No "|"No "|"Silty clay loam"|"8192864"|"15264711"
"L"|"No "|"No "|"Loam"|"8192864"|"15561054"
"SIL"|"No "|"No "|"Silt loam"|"8192864"|"15709225"
"L"|"No "|"No "|"Loam"|"8192865"|"15412883"
"SIL"|"No "|"No "|"Silt loam"|"8192865"|"15561055"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"8192865"|"15709226"
"C"|"No "|"Yes"|"Clay"|"8192866"|"15264712"
"SICL"|"No "|"No "|"Silty clay loam"|"8192867"|"15412884"
"SIC"|"No "|"No "|"Silty clay"|"8192867"|"15561056"
"C"|"No "|"No "|"Clay"|"8192867"|"15709227"
"SR- GR-SL CL"|"Yes"|"Yes"|"Stratified gravelly sandy loam to clay loam"|"8192868"|"15264713"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192869"|"15412885"
"C"|"No "|"No "|"Clay"|"8192870"|"15561057"
"CL"|"No "|"No "|"Clay loam"|"8192870"|"15709228"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192871"|"15264714"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192872"|"15412886"
"C"|"No "|"No "|"Clay"|"8192873"|"15561058"
"CL"|"No "|"No "|"Clay loam"|"8192873"|"15709229"
"CL"|"No "|"No "|"Clay loam"|"8192874"|"15264715"
"L"|"No "|"No "|"Loam"|"8192874"|"15412887"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8192874"|"15561059"
"C"|"No "|"Yes"|"Clay"|"8192875"|"15709230"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8192876"|"15264716"
"CL"|"No "|"No "|"Clay loam"|"8192877"|"15412888"
"SICL"|"No "|"No "|"Silty clay loam"|"8192877"|"15561060"
"SIC"|"No "|"No "|"Silty clay"|"8192877"|"15709231"
"SIC"|"No "|"No "|"Silty clay"|"8192878"|"15264717"
"SICL"|"No "|"No "|"Silty clay loam"|"8192878"|"15412889"
"C"|"No "|"No "|"Clay"|"8192878"|"15561061"
"C"|"No "|"No "|"Clay"|"8192879"|"15264718"
"CL"|"No "|"No "|"Clay loam"|"8192879"|"15709232"
"CL"|"No "|"No "|"Clay loam"|"8192880"|"15412890"
"SICL"|"No "|"No "|"Silty clay loam"|"8192880"|"15561062"
"SIC"|"No "|"No "|"Silty clay"|"8192880"|"15709233"
"SIL"|"No "|"No "|"Silt loam"|"8192881"|"15264719"
"SICL"|"No "|"No "|"Silty clay loam"|"8192881"|"15412891"
"L"|"No "|"No "|"Loam"|"8192881"|"15561063"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192882"|"15709234"
"L"|"No "|"Yes"|"Loam"|"8192883"|"15264720"
"SIL"|"No "|"Yes"|"Silt loam"|"8192884"|"15412892"
"CL"|"No "|"No "|"Clay loam"|"8192885"|"15264721"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192885"|"15561064"
"SL"|"No "|"No "|"Sandy loam"|"8192885"|"15709235"
"CL"|"No "|"No "|"Clay loam"|"8192886"|"15412893"
"L"|"No "|"No "|"Loam"|"8192886"|"15561065"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192886"|"15709236"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192887"|"15264722"
"SL"|"No "|"No "|"Sandy loam"|"8192887"|"15412894"
"SICL"|"No "|"No "|"Silty clay loam"|"8192888"|"15264723"
"L"|"No "|"No "|"Loam"|"8192888"|"15561066"
"SIL"|"No "|"No "|"Silt loam"|"8192888"|"15709237"
"L"|"No "|"No "|"Loam"|"8192889"|"15412895"
"SIL"|"No "|"No "|"Silt loam"|"8192889"|"15561067"
"SICL"|"No "|"No "|"Silty clay loam"|"8192889"|"15709238"
"LS"|"No "|"No "|"Loamy sand"|"8192890"|"15264724"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192890"|"15412896"
"C"|"No "|"Yes"|"Clay"|"8192891"|"15561068"
"FS"|"No "|"Yes"|"Fine sand"|"8192892"|"15709239"
"CL"|"No "|"No "|"Clay loam"|"8192893"|"15264725"
"L"|"No "|"No "|"Loam"|"8192893"|"15412897"
"SICL"|"No "|"No "|"Silty clay loam"|"8192893"|"15561069"
"FS"|"No "|"No "|"Fine sand"|"8192894"|"15264726"
"LS"|"No "|"No "|"Loamy sand"|"8192894"|"15412898"
"S"|"No "|"No "|"Sand"|"8192894"|"15709240"
"SIL"|"No "|"Yes"|"Silt loam"|"8192895"|"15561070"
"SIL"|"No "|"Yes"|"Silt loam"|"8192896"|"15709241"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192897"|"15264727"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8192898"|"15412899"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8192899"|"15561071"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192900"|"15264728"
"LS"|"No "|"No "|"Loamy sand"|"8192900"|"15709242"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192901"|"15412900"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8192902"|"15561072"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8192903"|"15709243"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192904"|"15264729"
"L"|"No "|"No "|"Loam"|"8192904"|"15412901"
"FSL"|"No "|"No "|"Fine sandy loam"|"8192905"|"15561073"
"L"|"No "|"No "|"Loam"|"8192905"|"15709244"
"C"|"No "|"No "|"Clay"|"8192906"|"15264730"
"CL"|"No "|"No "|"Clay loam"|"8192906"|"15412902"
"SIC"|"No "|"No "|"Silty clay"|"8192906"|"15561074"
"SL"|"No "|"No "|"Sandy loam"|"8192907"|"15264731"
"CL"|"No "|"No "|"Clay loam"|"8192907"|"15412903"
"SCL"|"No "|"No "|"Sandy clay loam"|"8192907"|"15709245"
"FS"|"No "|"No "|"Fine sand"|"8192908"|"15264732"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192908"|"15561075"
"LS"|"No "|"No "|"Loamy sand"|"8192908"|"15709246"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192909"|"15412904"
"C"|"No "|"Yes"|"Clay"|"8192910"|"15561076"
"SR- COS SL"|"Yes"|"Yes"|"Stratified coarse sand to sandy loam"|"8192911"|"15709247"
"SIL"|"No "|"Yes"|"Silt loam"|"8192912"|"15264733"
"C"|"No "|"No "|"Clay"|"8192913"|"15412905"
"SIC"|"No "|"No "|"Silty clay"|"8192913"|"15561077"
"SIL"|"No "|"Yes"|"Silt loam"|"8192914"|"15709248"
"C"|"No "|"Yes"|"Clay"|"8192915"|"15264734"
"SIC"|"No "|"No "|"Silty clay"|"8192916"|"15412906"
"C"|"No "|"No "|"Clay"|"8192916"|"15561078"
"C"|"No "|"Yes"|"Clay"|"8192917"|"15709249"
"SIC"|"No "|"No "|"Silty clay"|"8192918"|"15264735"
"C"|"No "|"No "|"Clay"|"8192918"|"15412907"
"CL"|"No "|"No "|"Clay loam"|"8192919"|"15264736"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8192919"|"15561079"
"L"|"No "|"No "|"Loam"|"8192919"|"15709250"
"C"|"No "|"Yes"|"Clay"|"8192920"|"15412908"
"C"|"No "|"Yes"|"Clay"|"8192921"|"15561080"
"C"|"No "|"Yes"|"Clay"|"8192922"|"15709251"
"C"|"No "|"Yes"|"Clay"|"8192923"|"15264737"
"SR- FS CL"|"Yes"|"Yes"|"Stratified fine sand to clay loam"|"8192924"|"15412909"
"SICL"|"No "|"No "|"Silty clay loam"|"8192925"|"15561081"
"SIL"|"No "|"No "|"Silt loam"|"8192925"|"15709252"
"SIC"|"No "|"Yes"|"Silty clay"|"8192926"|"15264738"
"GRV-CL"|"No "|"No "|"Very gravelly clay loam"|"8192927"|"15412910"
"GRV-SICL"|"No "|"No "|"Very gravelly silty clay loam"|"8192927"|"15561082"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8192928"|"15709253"
"C"|"No "|"Yes"|"Clay"|"8192929"|"15264739"
"SIC"|"No "|"No "|"Silty clay"|"8192930"|"15412911"
"C"|"No "|"No "|"Clay"|"8192930"|"15561083"
"SR- SICL C"|"Yes"|"Yes"|"Stratified silty clay loam to clay"|"8192931"|"15709254"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192932"|"15264740"
"FS"|"No "|"No "|"Fine sand"|"8192932"|"15412912"
"SIL"|"No "|"Yes"|"Silt loam"|"8192933"|"15561084"
"C"|"No "|"Yes"|"Clay"|"8192934"|"15709255"
"SICL"|"No "|"No "|"Silty clay loam"|"8192935"|"15264741"
"SIL"|"No "|"No "|"Silt loam"|"8192935"|"15412913"
"LFS"|"No "|"No "|"Loamy fine sand"|"8192936"|"15561085"
"FS"|"No "|"No "|"Fine sand"|"8192936"|"15709256"
"L"|"No "|"Yes"|"Loam"|"8192937"|"15264742"
"SIL"|"No "|"Yes"|"Silt loam"|"8192938"|"15412914"
"SIL"|"No "|"Yes"|"Silt loam"|"8192939"|"15561086"
"SIL"|"No "|"No "|"Silt loam"|"8192940"|"15264743"
"SICL"|"No "|"No "|"Silty clay loam"|"8192940"|"15709257"
"SIL"|"No "|"Yes"|"Silt loam"|"8192941"|"15412915"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"8192942"|"15264744"
"SIL"|"No "|"No "|"Silt loam"|"8192942"|"15561087"
"L"|"No "|"No "|"Loam"|"8192942"|"15709258"
"SIL"|"No "|"Yes"|"Silt loam"|"8192943"|"15412916"
"SIL"|"No "|"Yes"|"Silt loam"|"8192944"|"15561088"
"SIL"|"No "|"Yes"|"Silt loam"|"8192945"|"15709259"
"SIL"|"No "|"Yes"|"Silt loam"|"8192946"|"15264745"
"CL"|"No "|"No "|"Clay loam"|"8192947"|"15412917"
"C"|"No "|"No "|"Clay"|"8192947"|"15561089"
"CL"|"No "|"No "|"Clay loam"|"8192948"|"15264746"
"L"|"No "|"No "|"Loam"|"8192948"|"15709260"
"C"|"No "|"No "|"Clay"|"8192949"|"15412918"
"SIC"|"No "|"No "|"Silty clay"|"8192949"|"15561090"
"CL"|"No "|"No "|"Clay loam"|"8192949"|"15709261"
"SIC"|"No "|"No "|"Silty clay"|"8192950"|"15264747"
"C"|"No "|"No "|"Clay"|"8192950"|"15412919"
"CL"|"No "|"No "|"Clay loam"|"8192950"|"15561091"
"SIL"|"No "|"Yes"|"Silt loam"|"8192951"|"15709262"
"SIL"|"No "|"Yes"|"Silt loam"|"8192952"|"15264748"
"SIL"|"No "|"Yes"|"Silt loam"|"8192953"|"15412920"
"SIC"|"No "|"No "|"Silty clay"|"8192954"|"15264749"
"SICL"|"No "|"No "|"Silty clay loam"|"8192954"|"15561092"
"CL"|"No "|"No "|"Clay loam"|"8192954"|"15709263"
"L"|"No "|"No "|"Loam"|"8192955"|"15412921"
"CL"|"No "|"No "|"Clay loam"|"8192955"|"15561093"
"SICL"|"No "|"No "|"Silty clay loam"|"8192956"|"15264750"
"CL"|"No "|"No "|"Clay loam"|"8192956"|"15412922"
"SIC"|"No "|"No "|"Silty clay"|"8192956"|"15709264"
"CL"|"No "|"No "|"Clay loam"|"8192957"|"15561094"
"L"|"No "|"No "|"Loam"|"8192957"|"15709265"
"L"|"No "|"Yes"|"Loam"|"8192958"|"15264751"
"SIC"|"No "|"No "|"Silty clay"|"8192959"|"15412923"
"C"|"No "|"No "|"Clay"|"8192959"|"15561095"
"CL"|"No "|"No "|"Clay loam"|"8192959"|"15709266"
"C"|"No "|"No "|"Clay"|"8192960"|"15264752"
"SIC"|"No "|"No "|"Silty clay"|"8192960"|"15412924"
"CL"|"No "|"No "|"Clay loam"|"8192960"|"15561096"
"C"|"No "|"No "|"Clay"|"8192961"|"15264753"
"CL"|"No "|"No "|"Clay loam"|"8192961"|"15709267"
"L"|"No "|"Yes"|"Loam"|"8192962"|"15412925"
"C"|"No "|"No "|"Clay"|"8192963"|"15264754"
"SICL"|"No "|"No "|"Silty clay loam"|"8192963"|"15561097"
"SIC"|"No "|"No "|"Silty clay"|"8192963"|"15709268"
"SICL"|"No "|"No "|"Silty clay loam"|"8192964"|"15412926"
"SIL"|"No "|"No "|"Silt loam"|"8192964"|"15561098"
"SIL"|"No "|"Yes"|"Silt loam"|"8192965"|"15709269"
"GRV-S"|"No "|"No "|"Very gravelly sand"|"8192966"|"15264755"
"GRV-LS"|"No "|"No "|"Very gravelly loamy sand"|"8192966"|"15412927"
"GR-S"|"No "|"No "|"Gravelly sand"|"8192966"|"15561099"
"SIC"|"No "|"No "|"Silty clay"|"8192967"|"15264756"
"C"|"No "|"No "|"Clay"|"8192967"|"15412928"
"CL"|"No "|"No "|"Clay loam"|"8192967"|"15709270"
"SR- FS CL"|"Yes"|"Yes"|"Stratified fine sand to clay loam"|"8192968"|"15561100"
"L"|"No "|"No "|"Loam"|"8192969"|"15264757"
"CL"|"No "|"No "|"Clay loam"|"8192969"|"15709271"
"L"|"No "|"Yes"|"Loam"|"8192970"|"15412929"
"CL"|"No "|"No "|"Clay loam"|"8192971"|"15264758"
"L"|"No "|"No "|"Loam"|"8192971"|"15561101"
"SIL"|"No "|"No "|"Silt loam"|"8192971"|"15709272"
"SIC"|"No "|"No "|"Silty clay"|"8192972"|"15412930"
"SICL"|"No "|"No "|"Silty clay loam"|"8192972"|"15561102"
"CL"|"No "|"No "|"Clay loam"|"8192972"|"15709273"
"L"|"No "|"Yes"|"Loam"|"8192973"|"15264759"
"L"|"No "|"Yes"|"Loam"|"8192974"|"15412931"
"SIL"|"No "|"Yes"|"Silt loam"|"8192975"|"15561103"
"CL"|"No "|"No "|"Clay loam"|"8192976"|"15264760"
"L"|"No "|"No "|"Loam"|"8192976"|"15709274"
"L"|"No "|"No "|"Loam"|"8192977"|"15412932"
"CL"|"No "|"No "|"Clay loam"|"8192977"|"15561104"
"CL"|"No "|"No "|"Clay loam"|"8192978"|"15264761"
