case,initial_canopy_cover,initial_ground_cover,event_date,runoff_mm,peak_ro_mm_h,eff_int_mm_h,eff_dur_h,keff_mm_h,event_soil_water_mm,event_lai,event_canopy_height_m,event_canopy_cover_pct,event_interrill_cover_pct,event_rill_cover_pct,live_biomass_kg_m2,dead_biomass_kg_m2,rill_width_m,pre_event_soil_water_mm
c90_g55,0.900000,0.550000,2021-12-30,55.951000,127.265000,80.322000,0.440000,35.000000,217.315000,4.241000,0.779000,90.000000,55.359000,55.359000,0.164000,0.161000,0.338000,213.420000
c90_g70,0.900000,0.700000,2021-12-30,55.960000,133.152000,85.344000,0.420000,35.000000,217.268000,4.241000,0.779000,90.000000,70.239000,70.239000,0.164000,0.242000,0.342000,213.330000
c90_g80,0.900000,0.800000,2021-12-30,55.974000,134.286000,84.200000,0.417000,35.000000,217.198000,4.241000,0.779000,90.000000,80.137000,80.137000,0.164000,0.323000,0.339000,213.200000
c90_g90,0.900000,0.900000,2021-12-30,55.976000,132.956000,83.804000,0.421000,35.000000,217.191000,4.241000,0.779000,90.000000,90.068000,90.068000,0.164000,0.462000,0.302000,213.190000
c90_g95,0.900000,0.950000,2021-12-30,55.976000,108.961000,83.804000,0.514000,35.000000,217.195000,4.241000,0.779000,90.000000,95.046000,95.046000,0.164000,0.601000,0.308000,213.190000
c95_g30,0.950000,0.300000,2021-12-30,55.940000,123.761000,75.862000,0.452000,35.000000,217.347000,4.672000,0.947000,95.000000,30.518000,30.518000,0.214000,0.073000,0.332000,213.500000
c95_g55,0.950000,0.550000,2021-12-30,55.949000,127.621000,80.365000,0.438000,35.000000,217.305000,4.672000,0.947000,95.000000,55.359000,55.359000,0.214000,0.161000,0.338000,213.420000
c95_g70,0.950000,0.700000,2021-12-30,55.960000,133.505000,85.344000,0.419000,35.000000,217.251000,4.672000,0.947000,95.000000,70.239000,70.239000,0.214000,0.242000,0.339000,213.310000
c95_g80,0.950000,0.800000,2021-12-30,55.974000,134.549000,84.200000,0.416000,35.000000,217.181000,4.672000,0.947000,95.000000,80.137000,80.137000,0.214000,0.323000,0.336000,213.180000
c95_g90,0.950000,0.900000,2021-12-30,55.976000,133.126000,83.804000,0.420000,35.000000,217.175000,4.672000,0.947000,95.000000,90.068000,90.068000,0.214000,0.462000,0.300000,213.160000
c95_g95,0.950000,0.950000,2021-12-30,55.975000,108.890000,83.804000,0.514000,35.000000,217.178000,4.672000,0.947000,95.000000,95.046000,95.046000,0.214000,0.601000,0.307000,213.170000
