Unnamed: 0,Year,State,Fire Name,Fire_ID,Fire_SegID,Site Name,ObservationDate_mmddyyyy,ObservationLatitude_DD,ObservationLongitude_DD,DebrisFlowResponse,SourceOfObservation,StormDate_mmddyyyy,GaugeName,GaugeLatitude_DD,GaugeLongitude_DD,GaugeDist_km,StormAccum_mm,StormDuration_hr,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,Peak_I15_in in 15min,Peak_I30_in in 30min,Peak_I60_in in 60min
1007,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,9202021,39.567466,-107.229297,0,,9202021,Deadmans,39.542664,-107.201314,3.6,0.51,200.345,1.016,0.508,0.254,0.01,0.01,0.01
1009,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,9202021,39.575775,-107.210453,0,,9202021,Deadmans,39.542664,-107.201314,3.76,0.51,200.345,1.016,0.508,0.254,0.01,0.01,0.01
1058,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,9292021,39.559567,-107.239327,0,,9292021,Deadmans,39.542664,-107.201314,3.7,44.198,26.673,21.539,13.716,9.652,0.211998031,0.27,0.38
1059,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,9292021,39.567466,-107.229297,0,,9292021,Deadmans,39.542664,-107.201314,3.6,44.198,26.673,21.539,13.716,9.652,0.211998031,0.27,0.38
1060,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,9292021,39.576728,-107.221868,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,6.13,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1061,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,9292021,39.575775,-107.210453,0,,9292021,Deadmans,39.542664,-107.201314,3.76,44.198,26.673,21.539,13.716,9.652,0.211998031,0.27,0.38
1062,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,9292021,39.580585,-107.203615,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,5.35,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1063,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,9292021,39.577953,-107.204888,0,,9292021,Deadmans,39.542664,-107.201314,3.93,44.198,26.673,21.539,13.716,9.652,0.211998031,0.27,0.38
1064,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,9292021,39.587694,-107.194739,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.54,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1066,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,9292021,39.593441,-107.177952,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.24,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1068,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,9292021,39.599788,-107.171554,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,3.89,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1069,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,9292021,39.567466,-107.229297,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,3.95,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1070,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,9292021,39.60235705,-107.1631228,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.05,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1071,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,9292021,39.603097,-107.159339,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.32,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1072,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,9292021,39.6085,-107.1543,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.29,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1073,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,9292021,39.608744,-107.153603,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.34,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1074,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,9292021,39.609181,-107.152192,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.43,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1075,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,9292021,39.610049,-107.148402,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.67,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1076,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,9292021,39.610562,-107.146508,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,4.8,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1077,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,9292021,39.613418,-107.142133,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,5.03,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1079,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,9292021,39.616874,-107.131676,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,5.78,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
1080,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,9292021,39.618159,-107.129525,0,,9292021,East Fork Deadhorse,39.628533,-107.197311,6.01,28.713,30.243,14.224,10.16,6.604,0.14,0.2,0.26
